leg	site	hole	well logging	latitude	longitude	ocean	ocean hemisphere	sea	physographic feature	hard rock feature	ta	td	re-entry	site survey	site termination	crust	equipment test	heat flow	in situ pore water	hydraulic piston core	variable length hpc	pressure core barrel	punch core	extended core barrel	water depth(m)	total penetration(m)	drilled penetration(m)	cored penetration(m)	number of cores recovered	meters recovered	percent recovery	meters of hard rock cored	number of hard rock cores	meters of hard rock recovered	depth to basememnt(m)	oldest sediment sub-bottom depth	oldest sediment depth below sealevel	oldest sediment core number	oldest sediment age	oldest sediment lithology	oldest sediment lithology composition	oldest sediment source	oldest sediment heterogeneity	oldest sediment hardness	oldest comp1	oldest comp2	hard rock descriptions and comments
5	40		NO	19.7928	-139.9013	PACIFIC	NORTH		BASIN		05/20/1969	05/22/1969	NO	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5183	156	2	154	19	129	83					156.0	5339	19	NO AGE GIVEN	CHERT	SILICEOUS	PELAGIC	MONOGENIC	HARD	OTHER SILICEOUS	unk - 0000	
5	41		NO	19.8542	-140.0480	PACIFIC	NORTH		HILL		05/23/1969	05/24/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5339	34		34	5	26	76	.03	1	0.03	34	34.0	5373	4	NO AGE GIVEN	RADOOZE	SILICEOUS	PELAGIC	MONOGENIC	FIRM	RADIOLARIA	unk - 0000	BASALT
5	42		NO	13.8427	-140.1885	PACIFIC	NORTH		HILL		05/26/1969	05/27/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4848	100		100	11	92	92					100.0	4948	11	NO AGE GIVEN	RAD-NANNOOOZEANDNANNO-RADOOZE	SILICEOUS	PELAGIC	MONOGENIC	FIRM	RADIOLARIA	NANNOFOSSIL	
5	42	A	NO	13.8427	-140.1885	PACIFIC	NORTH		HILL		05/28/1969	05/29/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4848	113	105	8	3	7.0	87					109.0	4957	2	NO AGE GIVEN	SILICEOUSLIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
5	43		NO	17.1098	-151.3752	PACIFIC	NORTH		VALLEY		06/01/1969	06/03/1969	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5405	9	1	8	2	8.0	100									SILTYCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	unk - 0000	
6	44		NO	19.3083	-169.0150	PACIFIC	NORTH		RIDGE		06/13/1969	06/15/1969	NO	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1478	76	40	36	5	28	77					75.6	1554	5	NO AGE GIVEN	NANNOCHALKOOZEANDCHERT	SILICEOUS	PELAGIC	MONOGENIC	HARD	OTHER SILICEOUS	unk - 0000	
6	45		NO	24.2650	-178.5083	PACIFIC	NORTH		PLAIN		06/17/1969	06/20/1969	NO	YES	MECHANICAL OR EQUIPMENT FAILURE		NO	NO	NO	NO	NO	NO	NO	NO	5508	18	18				0														unk - 0000	unk - 0000	
6	45	A	NO	24.2650	-178.5083	PACIFIC	NORTH		PLAIN		06/17/1969	06/20/1969	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5508	105	69	36	4	3.1	8					95.4	5603	3	NO AGE GIVEN	GLASSRICHCARBONATELIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	CARBONATE	GLASS	
6	46		NO	27.8833	171.4383	PACIFIC	NORTH		RIDGE		06/24/1969	06/25/1969	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5769	9.1		9.1	1	9.1	100					9.1	5778	1	NO AGE GIVEN	ZEOLITERICHCLAYMINERALRICHPELAGICCLAY	DETRITAL	PELAGIC	HETEROGENIC	SOFT	UNIDENTIFIED MATERIAL	CLAY MINERAL	
6	47		NO	32.4483	157.7117	PACIFIC	NORTH		PLATEAU		06/28/1969	06/29/1969	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2689	9.1		9.1	1	9.1	100					9.1	2698	1	NO AGE GIVEN	FORAM-NANNOCHALKOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	FORAMINIFERA	
6	47	A	NO	32.4483	157.7117	PACIFIC	NORTH		PLATEAU		06/29/1969	06/29/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2689	112	102	10	2	2.4	24					105.0	2794	1	NO AGE GIVEN	CARBONATERICHNANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
6	47	B	NO	32.4483	157.7117	PACIFIC	NORTH		PLATEAU		06/29/1969	06/30/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2689	129.2	8.9	120	14	103	85					129.2	2818	14	NO AGE GIVEN	CARBONATERICHNANNORICHCALCAREOUSOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	ESTIMATED CARBONATE	NANNOFOSSIL	
6	48		NO	32.4083	158.0217	PACIFIC	NORTH		PLATEAU		06/30/1969	07/01/1969	NO	YES	OPERATIONAL LIMIT REACHED		NO	NO	NO	NO	NO	NO	NO	NO	2619	84	84	0.0	1		0														unk - 0000	unk - 0000	
6	48	A	NO	32.4083	158.0217	PACIFIC	NORTH		PLATEAU		07/01/1969	07/01/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2619	49.1	48	0.6	1	0.6	100					49.1	2668	1	NO AGE GIVEN	NANNOCHALKOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
6	48	B	NO	32.4083	158.0217	PACIFIC	NORTH		PLATEAU		07/01/1969	07/01/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2619	72	51	21	3	21	100					71.9	2691	3	NO AGE GIVEN	NANNOCHALKOOZE	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	
6	49		NO	32.4017	156.6000	PACIFIC	NORTH		RISE		07/02/1969	07/03/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4282	20	10	9.7	2	9.7	100					18.0	4300	2	NO AGE GIVEN	NANNOCHALKOOZE	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	
6	49	A	NO	32.4017	156.6000	PACIFIC	NORTH		RISE		07/03/1969	07/03/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4282	19.8	4.8	15	2	10	66					19.8	4302	2	NO AGE GIVEN	NANNOCHALKOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
6	50		NO	32.4033	156.5717	PACIFIC	NORTH		RISE		07/03/1969	07/03/1969	NO	YES		OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4487	45	38	6.7	2	2.7	40					44.8	4532	2	NO AGE GIVEN	CARBONATERICHNANNOFOSSILOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	CARBONATE	
6	50	A	NO	32.4033	156.5717	PACIFIC	NORTH		RISE		07/03/1969	07/04/1969	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4487	36	4.9	31	4	26	83					36.0	4523	4	NO AGE GIVEN	ZEOLITERICHCLAYMINERALRICHPELAGICCLAY	DETRITAL	PELAGIC	HETEROGENIC	SOFT	UNIDENTIFIED MATERIAL	CLAY MINERAL	
6	51		NO	33.4750	153.4050	PACIFIC	NORTH		PLAIN		07/04/1969	07/06/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5981	132	115	17	3	9.4	55					125.5	6107	2	NO AGE GIVEN	CLAYMINERALRICHTOTALDETRITALRICHCLAYSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	TERRIGENOUS DETRITUS	
6	51	A	NO	33.4750	153.4050	PACIFIC	NORTH		PLAIN		07/04/1969	07/06/1969	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5981	128	113	15	3	11	73					32.0	6013	1	NO AGE GIVEN	CLAYMINERALRICHTOTALDETRITALRICHPELAGICCLAY	DETRITAL	PELAGIC	HETEROGENIC	SOFT	UNIDENTIFIED MATERIAL	TERRIGENOUS DETRITUS	
6	52		NO	27.7717	147.1300	PACIFIC	NORTH		PLAIN		07/09/1969	07/10/1969	NO	NO	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5744	69		69	10	45	65					68.9	5813	10	NO AGE GIVEN	CLAYMINERALRICHCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	CLAY MINERAL	
6	53		YES	18.0333	141.1917	PACIFIC	NORTH	PHILIPPINE	RIDGE	FLOW	07/13/1969	07/15/1969	NO	YES	OPERATIONAL LIMIT REACHED		NO	NO	NO	NO	NO	NO	NO	NO	4629	201	166	35	8	12	34					200.6	4830	8	NO AGE GIVEN	INTERBEDDEDLIMESTONEANDVOLCANICROCKS	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
6	53	A	NO	18.0333	141.1917	PACIFIC	NORTH	PHILIPPINE	RIDGE		07/15/1969	07/16/1969	NO	YES	CHIEF SCIENTIST DECISION		NO	NO	NO	NO	NO	NO	NO	NO	4629	62.5	35	28	3	26	92					62.5	4692	3	NO AGE GIVEN	ASH	DETRITAL	TERRIGENOUS	MONOGENIC	SOFT	unk - 3300	unk - 0000	
6	53	B	NO	18.0333	141.1917	PACIFIC	NORTH	PHILIPPINE	RIDGE		07/16/1969	07/16/1969	NO	YES	CHIEF SCIENTIST DECISION		NO	NO	NO	NO	NO	NO	NO	NO	4629	22	12	9.1	1	9.1	100					21.6	4651	1	NO AGE GIVEN	ASHYRADOOZE	SILICEOUS	TRANSITIONAL	MONOGENIC	SOFT	unk - 2221	unk - 0000	
6	54		NO	15.6100	140.3017	PACIFIC	NORTH	PHILIPPINE	RIDGE	FLOW	07/17/1969	07/19/1969	NO	YES	DRILL BIT WORN OUT		NO	NO	NO	NO	NO	NO	NO	NO	4990	294	218	76	9	28	36	1.5	2	1.5	292	270.4	5260	7	NO AGE GIVEN	CALCAREOUSASH	DETRITAL	TERRIGENOUS	MONOGENIC	SOFT	unk - 3300	unk - 0000	OLIVINEBASALT
6	55		NO	9.3017	142.5350	PACIFIC	NORTH		RIDGE		07/21/1969	07/22/1969	NO	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2850	131		131	14	122	93					130.8	2981	14	NO AGE GIVEN	FORAM-NANNOCHALKOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	FORAMINIFERA	
6	56		NO	8.3733	143.5600	PACIFIC	NORTH		RIDGE		07/23/1969	07/23/1969	NO	YES	MECHANICAL OR EQUIPMENT FAILURE		NO	NO	NO	NO	NO	NO	NO	NO	2508						0														unk - 0000	unk - 0000	
6	56	A	NO	8.3733	143.5600	PACIFIC	NORTH		RIDGE		07/23/1969	07/24/1969	NO	YES	MECHANICAL OR EQUIPMENT FAILURE		NO	NO	NO	NO	NO	NO	NO	NO	2508						0														unk - 0000	unk - 0000	
6	56	B	NO	8.3733	143.5600	PACIFIC	NORTH		RIDGE		07/24/1969	07/25/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2508	270	178	92	10	88	95					233.5	2742	10	NO AGE GIVEN	FORAM-MARLOOZEWITHASH	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	FORAMINIFERA	unk - 0000	
6	57		YES	8.6817	143.5333	PACIFIC	NORTH		RIDGE		07/25/1969	07/27/1969	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3300	335	323	12	3	6.7	55	7.6	2	2.8	328	327.7	3628	2	NO AGE GIVEN	NANNOCHALKOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	OLIVINEDOLERITE
6	57	A	NO	8.6817	143.5333	PACIFIC	NORTH		RIDGE		07/27/1969	07/27/1969	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3300	329.2	298	31	4	23	74	1.5	1	0.2	328	329.2	3629	4	NO AGE GIVEN	NANNOCHALKOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	OLIVINEDOLERITE
6	57	B	NO	8.6817	143.5333	PACIFIC	NORTH		RIDGE		07/27/1969	07/28/1969	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3300	44	35	9.2	1	9.1	98					43.9	3344	1	NO AGE GIVEN	NANNOCHALKOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
6	58		NO	9.2350	144.4183	PACIFIC	NORTH		VALLEY		07/28/1969	07/28/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4503	20.1	15	4.9	1	0.3	6					20.1	4523	1	NO AGE GIVEN	GRAVELANDLIMESTONE,FORAMS,CORAL,GLASSANDCLAY	CALCAREOUS	TRANSITIONAL	HETEROGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
6	58	A	NO	9.2350	144.4183	PACIFIC	NORTH		VALLEY		07/29/1969	07/29/1969	NO	YES		OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4503	173	163	10	3	4.6	46					173.0	4676	2	NO AGE GIVEN	SANDYSKELETALSILT	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	SERPENTINE	unk - 0000	
6	58	B	NO	9.2350	144.4183	PACIFIC	NORTH		VALLEY		07/29/1969	07/30/1969	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4486	143.3	136	7	1	8.8	125					143.3	4629	1	NO AGE GIVEN	RAD-NANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	RADIOLARIA	
6	59		NO	11.7800	147.5817	PACIFIC	NORTH				07/31/1969	08/01/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5554	122	122	0.6	1	0.0	0														unk - 0000	unk - 0000	
6	59	A	NO	11.7800	147.5817	PACIFIC	NORTH				08/01/1969	08/01/1969	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5554	61	34	28	3	3.0	10					61.0	5615	3	NO AGE GIVEN	DIATOMDIATOMITE	SILICEOUS	PELAGIC	MONOGENIC	HARD	DIATOM	unk - 0000	
6	59	B	NO	11.7800	147.5817	PACIFIC	NORTH				08/02/1969	08/02/1969	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5547	135.3	89	46	6	19	41					135.3	5682	6	NO AGE GIVEN	ZEOLITERICHCLAYMINERALRICHPELAGICCLAY	DETRITAL	PELAGIC	HETEROGENIC	SOFT	UNIDENTIFIED MATERIAL	CLAY MINERAL	
6	60		NO	13.6667	145.6983	PACIFIC	NORTH		TRENCH		08/03/1969	08/05/1969	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3717	350.4	229.4	121	9	35	28					350.4	4067	9	NO AGE GIVEN	GLASSRICHSAND	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	MICA	GLASS	
7	61		NO	12.0837	147.0617	PACIFIC	NORTH				08/09/1969	08/10/1969	NO	YES		OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5570	101	88	13	2	3.0	23					81.0	5651	1	NO AGE GIVEN	ASHYRADMUDSTONEWITHMINORCHERT	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3300	RADIOLARIA	VESICULARBASALT
7	61	A	NO	12.0837	147.0617	PACIFIC	NORTH				08/10/1969	08/11/1969	NO	YES		OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5570	99	86	13	2	3.0	23					89.0	5659	1	NO AGE GIVEN	CHERT	SILICEOUS	PELAGIC	MONOGENIC	HARD	OTHER SILICEOUS	unk - 0000	ALTEREDBASALT
7	62		NO	1.8700	141.9383	PACIFIC	NORTH		RIDGE		08/15/1969	08/21/1969	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2602	581	523	58	8	45	77	0.9	1	0.3	580	581.0	3183	8	NO AGE GIVEN	SUGARYDOLOMITE	CALCAREOUS	PELAGIC	MONOGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	INTRUSIVEBASALT
7	62	A	NO	1.8700	141.9383	PACIFIC	NORTH		RIDGE		08/15/1969	08/21/1969	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2607	364	19	345	39	311	90					364.0	2971	39	NO AGE GIVEN	NANNOCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	
7	63		NO	0.8355	147.8898	PACIFIC	NORTH		BASIN		08/23/1969	08/28/1969	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4486	566	480	86	11	61	70	5.5	2	3.7	561	566.0	5052	11	NO AGE GIVEN	NANNOMARL	CALCAREOUS	TRANSITIONAL	HETEROGENIC	SOFT	NANNOFOSSIL	unk - 0000	BASALT
7	63	A	NO	0.8355	147.8898	PACIFIC	NORTH		BASIN		08/23/1969	08/28/1969	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4486	193	63	130	14	90	69					193.0	4679	14	NO AGE GIVEN	NANNOCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	
7	63	B	NO	0.8355	147.8898	PACIFIC	NORTH		BASIN		08/23/1969	08/28/1969	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4486	39	11	28	3	21	75					39.0	4525	3	NO AGE GIVEN	CARBONATEOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	CARBONATE	unk - 0000	
7	64		NO	-1.7422	158.6097	PACIFIC	SOUTH		PLATEAU		08/31/1969	09/06/1969	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2060	853	772	81	10	75	92					851.0	2911	10	NO AGE GIVEN	RADIOLADIARICHFORAMRICHNANNORICH	CALCAREOUS	PELAGIC	MONOGENIC	HARD	unk - 1001	AUTHIGENIC SILICA	
7	64	A	NO	-1.7422	158.6097	PACIFIC	SOUTH		PLATEAU		08/31/1969	09/06/1969	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2060	985	918	67	11	68	101					985.0	3045	11	NO AGE GIVEN	CHERTYLIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
7	65		NO	4.3535	176.9857	PACIFIC	NORTH		BASIN		09/11/1969	09/15/1969	NO	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	6142	145		145	17	132	91					145.0	6287	16	NO AGE GIVEN	SANDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	MICA	unk - 0000	
7	65	A	NO	4.3535	176.9860	PACIFIC	NORTH		BASIN		09/11/1969	09/15/1969	NO	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	6142	187	141	46	7	16	34					187.0	6329	8	NO AGE GIVEN	ZEOLITERICHGLASSRICHPELAGICCLAY	DETRITAL	PELAGIC	HETEROGENIC	SOFT	UNIDENTIFIED MATERIAL	GLASS	
7	66		NO	2.3935	-166.1218	PACIFIC	NORTH		BASIN		09/19/1969	09/22/1969	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5310	201	121	80	11	47	58	0.9	2	0.2	192	192.0	5502	9	NO AGE GIVEN	MANGANIFEROUSPELAGICCLAY	DETRITAL	PELAGIC	HETEROGENIC	SOFT	UNIDENTIFIED MATERIAL	unk - 0000	BASALT
7	66	A	NO	2.3768	-166.1218	PACIFIC	NORTH		BASIN		09/19/1969	09/22/1969	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5326	86	18	68	8	59	86					86.0	5412	8	NO AGE GIVEN	DIATOMACEOUSRADOOZE	SILICEOUS	PELAGIC	MONOGENIC	FIRM	RADIOLARIA	DIATOM	
7	67		NO	24.3760	-157.6480	PACIFIC	NORTH		ARCH		09/28/1969	10/01/1969	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4486	5		4	1	1.0	25					5.0	4491	1	NO AGE GIVEN	VOLCANICSANDSTONEANDMUDSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	MICA	unk - 0000	
7	67	A	NO	24.3760	-157.6480	PACIFIC	NORTH		ARCH		09/28/1969	10/01/1969	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4484	60	51	9	2	2.0	22					32.0	4516	1	NO AGE GIVEN	CHERT	SILICEOUS	PELAGIC	MONOGENIC	HARD	OTHER SILICEOUS	unk - 0000	
8	68		NO	16.7220	-164.1727	PACIFIC	NORTH		RISE		10/10/1969	10/13/1969	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5466	15		15	2	15	100					15.0	5481	2	NO AGE GIVEN	CHERT	SILICEOUS	PELAGIC	MONOGENIC	HARD	OTHER SILICEOUS	unk - 0000	
8	68	A	NO	16.7220	-164.1727	PACIFIC	NORTH		RISE		10/10/1969	10/13/1969	NO	YES	MECHANICAL OR EQUIPMENT FAILURE		NO	NO	NO	NO	NO	NO	NO	NO	5466	9		9	1	0.0	0									CHERTANDCLAYSTONE	SILICEOUS	PELAGIC	MONOGENIC	HARD	OTHER SILICEOUS	unk - 0000	
8	69		NO	6.0000	-152.8655	PACIFIC	NORTH		BASIN		10/17/1969	10/20/1969	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4978	231	172	59	8	37	62					196.0	5174	6	NO AGE GIVEN	CHERT	SILICEOUS	PELAGIC	MONOGENIC	HARD	OTHER SILICEOUS	unk - 0000	
8	69	A	NO	6.0000	-152.8655	PACIFIC	NORTH		BASIN		10/17/1969	10/20/1969	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4978	230	123	107	13	90	84					224.5	5203	12	NO AGE GIVEN	CHERT	SILICEOUS	PELAGIC	MONOGENIC	HARD	OTHER SILICEOUS	unk - 0000	
8	70		YES	6.3347	-140.3620	PACIFIC	NORTH		BASIN		10/23/1969	11/01/1969	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5059	113	4.7	108	12	96	88					113.0	5172	12	NO AGE GIVEN	RADIOLARIARICHNANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	RADIOLARIA	
8	70	A	NO	6.3347	-140.3620	PACIFIC	NORTH		BASIN		10/23/1969	11/01/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5059	331	113	218	30	147	67					330.0	5389	30	NO AGE GIVEN	CHERT	SILICEOUS	PELAGIC	MONOGENIC	HARD	OTHER SILICEOUS	unk - 0000	
8	70	B	NO	6.3347	-140.3620	PACIFIC	NORTH		BASIN		10/23/1969	11/01/1969	NO	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5059	388	382	6	4	3.8	63					387.0	5446	3	NO AGE GIVEN	CHERT	SILICEOUS	PELAGIC	MONOGENIC	HARD	OTHER SILICEOUS	unk - 0000	
8	71		YES	4.4713	-140.3152	PACIFIC	NORTH		PLAIN		11/01/1969	11/10/1969	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4419	475	39	436	49	367	84					474.0	4893	49	NO AGE GIVEN	FORAMANIFERARICHNANNOFOSSILCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	FORAMINIFERA	
8	71	A	NO	4.4713	-140.3152	PACIFIC	NORTH		PLAIN		11/01/1969	11/10/1969	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4419	558	544	14	3	5.6	40					557.5	4977	3	NO AGE GIVEN	SILICIFIEDLIMESTONEWITHCHERT	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
8	72		NO	0.4415	-138.8670	PACIFIC	NORTH		PLAIN		11/12/1969	11/15/1969	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4326	345	257	88	11	86	97					345.0	4671	11	NO AGE GIVEN	CHERT	SILICEOUS	PELAGIC	MONOGENIC	HARD	OTHER SILICEOUS	unk - 0000	
8	72	A	NO	0.4415	-138.8670	PACIFIC	NORTH		PLAIN		11/12/1969	11/15/1969	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4326	63	8.1	55	6	48	87					63.0	4389	6	NO AGE GIVEN	NANNOFOSSILRICHDIATOMRICHRADIOLARIAOOZE	SILICEOUS	PELAGIC	MONOGENIC	SOFT	RADIOLARIA	DIATOM	
8	73		NO	-1.9097	-137.4687	PACIFIC	SOUTH				11/17/1969	11/19/1969	NO	NO		OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4387	304.5	131.5	173	21	170	98					304.5	4692	21	NO AGE GIVEN	LIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
8	74		NO	-6.2367	-136.0967	PACIFIC	SOUTH		BASIN		11/21/1969	11/22/1969	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4431	102		102	12	74	72	.03	1	0.03		102.0	4533	12	NO AGE GIVEN	DEVITRIFIEDASH	DETRITAL	TERRIGENOUS	MONOGENIC	SOFT	unk - 3300	unk - 0000	BASALT
