leg	site	hole	core	section	top of sampled interval (cm)	bottom of sampled interval(cm)	depth to core (m)	depth to sample (m)	card type	card number	pH electrode type	pH	alkalinity measurement type	alkalinity	salinity	data field #1	data field #2	data field #3	data field #4	data field #5	data field #6	reference
4	26		5	3	4.0	9.0	477.00	480.07	DATA CARD	1				3.2	31.6	12.00	29.88	19.20			262.21	419
4	26		5	3	4.0	9.0	477.00	480.07	DATA CARD	2						0.12	4.19		5.22	11.90		419
4	26		5	3	4.0	9.0	477.00	480.07	DATA CARD	3									2.06		485.02	419
4	26		5	3	4.0	9.0	477.00	480.07	DATA CARD	4							0.19					419
4	27		2	2	95.0	150.0	141.00	143.72	DATA CARD	1						20.13	44.92	19.43			299.04	420
4	27		2	2	95.0	150.0	141.00	143.72	DATA CARD	2						0.08	6.42	98.29	18.95		3.29	420
4	27		2	2	95.0	150.0	141.00	143.72	DATA CARD	3									3.83		465.42	420
4	27		2	2	95.0	150.0	141.00	143.72	DATA CARD	4						0.84	0.55					420
4	27		2	3	0.0	5.0	141.00	144.03	DATA CARD	1				2.8	34.1	21.18	43.76	19.10			509.86	419
4	27		2	3	0.0	5.0	141.00	144.03	DATA CARD	2						0.11	6.02		17.68	1.30		419
4	27		2	3	0.0	5.0	141.00	144.03	DATA CARD	3									5.90		485.02	419
4	27		2	3	0.0	5.0	141.00	144.03	DATA CARD	4							0.47					419
4	27		3	2	0.0	5.0	235.00	236.53	DATA CARD	1				4.4	33.0	25.27	41.66	19.30			546.28	419
4	27		3	2	0.0	5.0	235.00	236.53	DATA CARD	2						0.14	5.49		11.40	1.40		419
4	27		3	2	0.0	5.0	235.00	236.53	DATA CARD	3									6.93		476.12	419
4	27		3	2	0.0	5.0	235.00	236.53	DATA CARD	4						0.87	0.38					419
4	27		3	2	0.0	64.0	235.00	236.82	DATA CARD	1						23.15	42.37	19.35			85.44	420
4	27		3	2	0.0	64.0	235.00	236.82	DATA CARD	2						0.14	5.19	5.46	12.08		2.75	420
4	27		3	2	0.0	64.0	235.00	236.82	DATA CARD	3									4.68		452.37	420
4	27		3	2	0.0	64.0	235.00	236.82	DATA CARD	4						0.81	0.44					420
4	27		4	1	140.0	145.0	244.00	245.43	DATA CARD	1				3.5	33.4	26.80	41.24	19.60			273.14	419
4	27		4	1	140.0	145.0	244.00	245.43	DATA CARD	2						0.14	5.76		10.65	1.30		419
4	27		4	1	140.0	145.0	244.00	245.43	DATA CARD	3									6.34		458.33	419
4	27		4	1	140.0	145.0	244.00	245.43	DATA CARD	4							0.38					419
4	27		4	3	84.0	150.0	244.00	248.17	DATA CARD	1						23.95	42.37	19.57			110.36	420
4	27		4	3	84.0	150.0	244.00	248.17	DATA CARD	2						0.13	5.63	5.46	12.80		3.82	420
4	27		4	3	84.0	150.0	244.00	248.17	DATA CARD	3									4.76		452.37	420
4	27		4	3	84.0	150.0	244.00	248.17	DATA CARD	4						0.81	0.43					420
4	27		5	2	95.0	149.0	369.00	371.72	DATA CARD	1						38.67	34.35	19.93			81.88	420
4	27		5	2	95.0	149.0	369.00	371.72	DATA CARD	2						0.18	4.76	3.64	8.54		1.84	420
4	27		5	2	95.0	149.0	369.00	371.72	DATA CARD	3									5.59		452.37	420
4	27		5	2	95.0	149.0	369.00	371.72	DATA CARD	4						0.86	0.24					420
4	27		5	2	141.0	145.0	369.00	371.93	DATA CARD	1				1.5	34.1	30.88	34.93	20.20			244.00	419
4	27		5	2	141.0	145.0	369.00	371.93	DATA CARD	2						0.20	5.23		4.90	3.40		419
4	27		5	2	141.0	145.0	369.00	371.93	DATA CARD	3									5.75		476.12	419
4	27		5	2	141.0	145.0	369.00	371.93	DATA CARD	4							0.38					419
4	27	A	1	5	93.0	140.0	25.00	32.17	DATA CARD	1						13.02	48.75	19.60			81.88	420
4	27	A	1	5	93.0	140.0	25.00	32.17	DATA CARD	2						0.08	10.72	52.78	26.34		2.29	420
4	27	A	1	5	93.0	140.0	25.00	32.17	DATA CARD	3							0.11	0.06	2.02		482.82	420
4	27	A	1	5	93.0	140.0	25.00	32.17	DATA CARD	4						0.80	0.30		0.26			420
4	27	A	1	5	139.0	145.0	25.00	32.42	DATA CARD	1				4.6	34.7	14.04	47.55	19.60			316.84	419
4	27	A	1	5	139.0	145.0	25.00	32.42	DATA CARD	2						0.07	10.47		26.73	1.00		419
4	27	A	1	5	139.0	145.0	25.00	32.42	DATA CARD	3									1.62		493.92	419
4	27	A	1	5	139.0	145.0	25.00	32.42	DATA CARD	4						0.84	0.28					419
4	27	A	2	3	90.0	138.0	45.00	49.14	DATA CARD	1						14.65	47.51	19.81			92.56	420
4	27	A	2	3	90.0	138.0	45.00	49.14	DATA CARD	2						0.08	10.36	32.76	25.30		1.53	420
4	27	A	2	3	90.0	138.0	45.00	49.14	DATA CARD	3							0.10	0.05	2.38		478.47	420
4	27	A	2	3	90.0	138.0	45.00	49.14	DATA CARD	4						0.80	0.37		0.22			420
4	27	A	2	3	127.0	134.0	45.00	49.31	DATA CARD	1				5.3	34.7	15.31	47.13	19.40			273.14	419
4	27	A	2	3	127.0	134.0	45.00	49.31	DATA CARD	2						0.07	9.16		23.86	0.60		419
4	27	A	2	3	127.0	134.0	45.00	49.31	DATA CARD	3									1.77		485.02	419
4	27	A	2	3	127.0	134.0	45.00	49.31	DATA CARD	4						0.86	0.28					419
4	27	A	3	3	130.0	134.0	54.00	58.32	DATA CARD	1				5.7	34.1	15.31	45.45	19.50			291.35	419
4	27	A	3	3	130.0	134.0	54.00	58.32	DATA CARD	2						0.08	9.68		23.32	0.60		419
4	27	A	3	3	130.0	134.0	54.00	58.32	DATA CARD	3									1.92		493.92	419
4	27	A	3	3	130.0	134.0	54.00	58.32	DATA CARD	4						0.90	0.28					419
4	27	A	4	3	33.0	37.0	63.00	66.35	DATA CARD	1				5.2	34.7	15.31	45.03				273.14	419
4	27	A	4	3	33.0	37.0	63.00	66.35	DATA CARD	2						0.08	9.42			0.70		419
4	27	A	4	3	33.0	37.0	63.00	66.35	DATA CARD	3									1.77		489.47	419
4	27	A	4	3	33.0	37.0	63.00	66.35	DATA CARD	4						0.87	0.28					419
4	27	A	4	3	70.0	86.0	63.00	66.78	DATA CARD	1				0.0	34.7		45.45					419
4	27	A	4	3	70.0	86.0	63.00	66.78	DATA CARD	2						0.07				1.20		419
4	27	A	4	3	70.0	86.0	63.00	66.78	DATA CARD	3									1.92			419
4	27	A	4	3	70.0	86.0	63.00	66.78	DATA CARD	4							0.28					419
4	28		2	3	82.0	150.0	68.00	72.16	DATA CARD	1						18.96	48.75	19.35			373.80	420
4	28		2	3	82.0	150.0	68.00	72.16	DATA CARD	2						0.09	9.49	136.51	25.09		8.72	420
4	28		2	3	82.0	150.0	68.00	72.16	DATA CARD	3									5.12		465.42	420
4	28		2	3	82.0	150.0	68.00	72.16	DATA CARD	4						0.80	0.56					420
4	28		2	3	140.0	145.0	68.00	72.43	DATA CARD	1				3.8	34.7	18.12	45.45	19.20			509.86	419
4	28		2	3	140.0	145.0	68.00	72.43	DATA CARD	2						0.10	8.90		24.71	0.70		419
4	28		2	3	140.0	145.0	68.00	72.43	DATA CARD	3									9.29		471.67	419
4	28		2	3	140.0	145.0	68.00	72.43	DATA CARD	4						0.86	0.47					419
4	28		3	1	140.0	145.0	169.00	171.19	DATA CARD	1				3.8	34.7	22.72	44.61	19.50			619.12	419
4	28		3	1	140.0	145.0	169.00	171.19	DATA CARD	2						0.15	9.16		20.87	1.00		419
4	28		3	1	140.0	145.0	169.00	171.19	DATA CARD	3									18.57		485.02	419
4	28		3	1	140.0	145.0	169.00	171.19	DATA CARD	4						0.86	0.28					419
4	28		3	2	89.0	150.0	169.00	172.47	DATA CARD	1						23.93	44.51	19.60			783.20	420
4	28		3	2	89.0	150.0	169.00	172.47	DATA CARD	2						0.11	9.97	47.32	23.53		4.74	420
4	28		3	2	89.0	150.0	169.00	172.47	DATA CARD	3							0.04	0.14	7.64		478.47	420
4	28		3	2	89.0	150.0	169.00	172.47	DATA CARD	4						0.81	0.55		0.46			420
4	29		1	3	90.0	150.0	0.00	4.20	DATA CARD	1						11.95	49.77	19.84			89.00	420
4	29		1	3	90.0	150.0	0.00	4.20	DATA CARD	2						0.10	11.94	30.94	28.11		1.07	420
4	29		1	3	90.0	150.0	0.00	4.20	DATA CARD	3							0.04	0.03	2.67		487.17	420
4	29		1	3	90.0	150.0	0.00	4.20	DATA CARD	4						0.81	0.50		0.17			420
4	29		1	3	140.0	145.0	0.00	4.43	DATA CARD	1				2.6	35.2	12.00	49.66	19.60			236.72	419
4	29		1	3	140.0	145.0	0.00	4.43	DATA CARD	2						0.09	11.51		27.26	0.50		419
4	29		1	3	140.0	145.0	0.00	4.43	DATA CARD	3									2.65		507.27	419
4	29		1	3	140.0	145.0	0.00	4.43	DATA CARD	4						0.86	0.57					419
4	29		4	3	85.0	142.0	27.00	31.14	DATA CARD	1						12.67	48.33	19.60			96.12	420
4	29		4	3	85.0	142.0	27.00	31.14	DATA CARD	2						0.10	11.51	40.04	26.96		3.82	420
4	29		4	3	85.0	142.0	27.00	31.14	DATA CARD	3							0.02	0.02	2.59		495.87	420
4	29		4	3	85.0	142.0	27.00	31.14	DATA CARD	4						0.81	0.52		0.37			420
4	29		4	3	140.0	145.0	27.00	31.43	DATA CARD	1				2.3	34.4	12.76	47.55	19.60			273.14	419
4	29		4	3	140.0	145.0	27.00	31.43	DATA CARD	2						0.08	10.73		26.30	0.60		419
4	29		4	3	140.0	145.0	27.00	31.43	DATA CARD	3									2.36		489.47	419
4	29		4	3	140.0	145.0	27.00	31.43	DATA CARD	4						0.86	0.47					419
4	29		9	2	140.0	145.0	135.00	137.93	DATA CARD	1				2.6	34.9	17.87	47.13	19.60			946.89	419
4	29		9	2	140.0	145.0	135.00	137.93	DATA CARD	2						0.11	9.68		25.24	0.40		419
4	29		9	2	140.0	145.0	135.00	137.93	DATA CARD	3									3.98		485.02	419
4	29		9	2	140.0	145.0	135.00	137.93	DATA CARD	4						0.87	0.28					419
4	29		9	3	80.0	136.0	135.00	139.08	DATA CARD	1						17.42	47.51	19.69			1032.40	420
4	29		9	3	80.0	136.0	135.00	139.08	DATA CARD	2						0.08	10.36	38.22	26.65		1.45	420
4	29		9	3	80.0	136.0	135.00	139.08	DATA CARD	3							0.14	0.61	3.46		491.52	420
4	29		9	3	80.0	136.0	135.00	139.08	DATA CARD	4						0.83	0.33		0.27			420
4	29		12	6	143.0	148.0	162.00	170.96	DATA CARD	1				2.8	34.7	15.82	47.13	19.60			1019.72	419
4	29		12	6	143.0	148.0	162.00	170.96	DATA CARD	2						0.12	9.42		21.19	0.40		419
4	29		12	6	143.0	148.0	162.00	170.96	DATA CARD	3									3.98		493.92	419
4	29		12	6	143.0	148.0	162.00	170.96	DATA CARD	4						0.87	0.38					419
4	29		14	3	135.0	140.0	184.00	188.38	DATA CARD	1				3.0	34.7	18.63	47.97	19.60			1019.72	419
4	29		14	3	135.0	140.0	184.00	188.38	DATA CARD	2						0.10	9.42			0.40		419
4	29		14	3	135.0	140.0	184.00	188.38	DATA CARD	3									3.69		493.92	419
4	29		14	3	135.0	140.0	184.00	188.38	DATA CARD	4						0.87	0.38					419
4	29		17	1	136.0	143.0	211.00	212.39	DATA CARD	1				2.9	35.2	19.91	47.55	19.70			946.89	419
4	29		17	1	136.0	143.0	211.00	212.39	DATA CARD	2						0.11	8.90		23.00	0.70		419
4	29		17	1	136.0	143.0	211.00	212.39	DATA CARD	3									3.54		493.92	419
4	29		17	1	136.0	143.0	211.00	212.39	DATA CARD	4						0.88	0.28					419
4	29	B	1	6	139.0	145.0	57.00	65.92	DATA CARD	1				2.4	34.7	15.31	47.55	19.50			345.98	419
4	29	B	1	6	139.0	145.0	57.00	65.92	DATA CARD	2						0.09	8.90		25.77	0.80		419
4	29	B	1	6	139.0	145.0	57.00	65.92	DATA CARD	3									2.80		480.57	419
4	29	B	1	6	139.0	145.0	57.00	65.92	DATA CARD	4						0.88	0.57					419
4	29	B	2	2	94.0	150.0	68.00	70.72	DATA CARD	1						15.04	47.92	19.51			167.32	420
4	29	B	2	2	94.0	150.0	68.00	70.72	DATA CARD	2						0.10	9.67	118.31	26.65		3.44	420
4	29	B	2	2	94.0	150.0	68.00	70.72	DATA CARD	3							0.05	0.03	2.88		474.12	420
4	29	B	2	2	94.0	150.0	68.00	70.72	DATA CARD	4						0.81	0.57		0.61			420
4	29	B	4	4	48.0	53.0	87.00	92.01	DATA CARD	1				2.0	34.1	16.34	47.97	19.20			353.26	419
4	29	B	4	4	48.0	53.0	87.00	92.01	DATA CARD	2						0.11	8.11		24.39	1.00		419
4	29	B	4	4	48.0	53.0	87.00	92.01	DATA CARD	3									3.83		471.67	419
4	29	B	4	4	48.0	53.0	87.00	92.01	DATA CARD	4						0.87	0.66					419
4	29	B	5	2	99.0	150.0	97.00	99.75	DATA CARD	1						15.77	47.51	19.71			206.48	420
4	29	B	5	2	99.0	150.0	97.00	99.75	DATA CARD	2						0.09	10.18	76.45	26.34		2.07	420
4	29	B	5	2	99.0	150.0	97.00	99.75	DATA CARD	3							0.07	0.04	3.14		478.47	420
4	29	B	5	2	99.0	150.0	97.00	99.75	DATA CARD	4						0.81	0.56		0.37			420
4	29	B	8	2	70.0	77.0	124.00	126.24	DATA CARD	1				2.9	34.7	17.61	47.97	19.60				419
4	29	B	8	2	70.0	77.0	124.00	126.24	DATA CARD	2						0.10	11.25		25.13	1.00		419
4	29	B	8	2	70.0	77.0	124.00	126.24	DATA CARD	3									2.65		493.92	419
4	29	B	8	2	70.0	77.0	124.00	126.24	DATA CARD	4						0.96	0.47					419
4	29	B	9	4	71.0	77.0	218.00	223.24	DATA CARD	1				2.2	35.2	17.61	47.55	19.70				419
4	29	B	9	4	71.0	77.0	218.00	223.24	DATA CARD	2						0.11	9.16		23.86	0.50		419
4	29	B	9	4	71.0	77.0	218.00	223.24	DATA CARD	3									4.72		485.02	419
4	29	B	9	4	71.0	77.0	218.00	223.24	DATA CARD	4						0.88	0.28					419
4	30		2	4	90.0	150.0	59.00	64.70	DATA CARD	1						3.82	40.27	19.64			206.48	420
4	30		2	4	90.0	150.0	59.00	64.70	DATA CARD	2						0.06	11.18	1.82	5.41		1.53	420
4	30		2	4	90.0	150.0	59.00	64.70	DATA CARD	3							0.11	0.13	1.95		482.82	420
4	30		2	4	90.0	150.0	59.00	64.70	DATA CARD	4						0.85	0.34		0.22			420
4	30		2	4	131.0	137.0	59.00	64.84	DATA CARD	1				9.8	32.7	1.53	41.24	19.80			437.02	419
4	30		2	4	131.0	137.0	59.00	64.84	DATA CARD	2						0.07	9.94		3.51	1.20		419
4	30		2	4	131.0	137.0	59.00	64.84	DATA CARD	3									2.80		493.92	419
4	30		2	4	131.0	137.0	59.00	64.84	DATA CARD	4						0.87	0.38					419
4	30		3	3	90.0	150.0	108.00	112.20	DATA CARD	1						4.49	34.64	19.75			302.60	420
4	30		3	3	90.0	150.0	108.00	112.20	DATA CARD	2						0.09	9.87	1.82			1.45	420
4	30		3	3	90.0	150.0	108.00	112.20	DATA CARD	3							0.08	0.16	1.90		482.82	420
4	30		3	3	90.0	150.0	108.00	112.20	DATA CARD	4						0.85	0.27		0.29			420
4	30		3	3	144.0	150.0	108.00	112.47	DATA CARD	1				8.1	31.9	3.57	35.77	19.70			546.28	419
4	30		3	3	144.0	150.0	108.00	112.47	DATA CARD	2						0.09	10.99		2.45	31.30		419
4	30		3	3	144.0	150.0	108.00	112.47	DATA CARD	3									2.06		493.92	419
4	30		3	3	144.0	150.0	108.00	112.47	DATA CARD	4						0.97	0.28					419
4	30		5	2	90.0	150.0	164.00	166.70	DATA CARD	1						6.69	28.34	19.71			135.28	420
4	30		5	2	90.0	150.0	164.00	166.70	DATA CARD	2						0.11	8.70	0.91			1.38	420
4	30		5	2	90.0	150.0	164.00	166.70	DATA CARD	3							0.04	0.06	2.09		491.52	420
4	30		5	2	90.0	150.0	164.00	166.70	DATA CARD	4						0.91	0.18		0.34			420
4	30		6	2	139.0	144.0	174.00	176.92	DATA CARD	1				2.4	31.6	5.36	24.41	19.60			327.77	419
4	30		6	2	139.0	144.0	174.00	176.92	DATA CARD	2						0.11	2.09		1.17	43.90		419
4	30		6	2	139.0	144.0	174.00	176.92	DATA CARD	3									1.92		476.12	419
4	30		6	2	139.0	144.0	174.00	176.92	DATA CARD	4						1.02	0.19					419
4	30		11	2	41.0	73.0	384.00	386.07	DATA CARD	1				1.6	31.9	14.80	31.14	19.80			345.98	419
4	30		11	2	41.0	73.0	384.00	386.07	DATA CARD	2						0.26	6.54		4.05	40.20		419
4	30		11	2	41.0	73.0	384.00	386.07	DATA CARD	3									5.01		493.92	419
4	30		11	2	41.0	73.0	384.00	386.07	DATA CARD	4							0.19					419
4	30		13	1	148.0	149.0	402.00	403.49	DATA CARD	1				1.4		16.08	31.98	19.70			764.79	419
4	30		13	1	148.0	149.0	402.00	403.49	DATA CARD	2						0.29	6.02		5.96	1.90		419
4	30		13	1	148.0	149.0	402.00	403.49	DATA CARD	3									6.78		485.02	419
4	30		13	1	148.0	149.0	402.00	403.49	DATA CARD	4						0.97	0.38					419
4	30		15	4	8.0	12.0	412.00	416.60	DATA CARD	1				1.8	32.7	14.80	33.24	19.80			364.19	419
4	30		15	4	8.0	12.0	412.00	416.60	DATA CARD	2						0.29	2.09		5.64	1.40		419
4	30		15	4	8.0	12.0	412.00	416.60	DATA CARD	3									6.93		493.92	419
4	30		15	4	8.0	12.0	412.00	416.60	DATA CARD	4						0.95	0.38					419
4	31		3	6			60.00	67.50	DATA CARD	1				2.3	34.4	19.40	50.08	19.70			309.56	419
4	31		3	6			60.00	67.50	DATA CARD	2						0.57	10.99		22.90	1.60		419
4	31		3	6			60.00	67.50	DATA CARD	3									6.34		493.92	419
4	31		3	6			60.00	67.50	DATA CARD	4							0.38					419
4	31		9	2			212.00	213.50	DATA CARD	1				3.1	35.2	16.34	43.34	19.90			965.09	419
4	31		9	2			212.00	213.50	DATA CARD	2						0.18	9.68		21.94	2.60		419
4	31		9	2			212.00	213.50	DATA CARD	3									3.10		493.92	419
4	31		9	2			212.00	213.50	DATA CARD	4						0.95	0.47					419
4	31		10	2			270.00	271.50	DATA CARD	1				2.9	35.2	17.36	40.40	20.00			1092.56	419
4	31		10	2			270.00	271.50	DATA CARD	2						0.60	8.90		22.68	0.40		419
4	31		10	2			270.00	271.50	DATA CARD	3									5.16		489.47	419
4	31		10	2			270.00	271.50	DATA CARD	4						0.83	0.38					419
5	32		1	3	100.0	108.0	0.00	4.04	DATA CARD	1		8.60		7.5	34.1	9.19	48.81	19.50			437.02	520
5	32		1	3	100.0	108.0	0.00	4.04	DATA CARD	2						0.08	13.34		27.16	1.20		520
5	32		1	3	100.0	108.0	0.00	4.04	DATA CARD	3									2.65		493.92	520
5	32		1	3	100.0	108.0	0.00	4.04	DATA CARD	4						0.84	0.28					520
5	32		4	4	125.0	135.0	90.00	95.80	DATA CARD	1		8.40		6.8	34.1	9.70	48.39	19.50			837.63	520
5	32		4	4	125.0	135.0	90.00	95.80	DATA CARD	2						0.08	11.25		21.30	1.20		520
5	32		4	4	125.0	135.0	90.00	95.80	DATA CARD	3									3.69		507.27	520
5	32		4	4	125.0	135.0	90.00	95.80	DATA CARD	4						0.88	0.28					520
5	32		6	6	19.0	27.0	108.00	115.73	DATA CARD	1		7.60		8.6	33.6	9.44	47.55	19.60			946.89	520
5	32		6	6	19.0	27.0	108.00	115.73	DATA CARD	2						0.09	10.47		21.41	0.90		520
5	32		6	6	19.0	27.0	108.00	115.73	DATA CARD	3									4.42		467.22	520
5	32		6	6	19.0	27.0	108.00	115.73	DATA CARD	4							0.38					520
5	32		8	1	49.0	57.0	166.00	166.53	DATA CARD	1		7.60		5.9	34.1	10.46	48.39	19.60			946.89	520
5	32		8	1	49.0	57.0	166.00	166.53	DATA CARD	2						0.09	9.42		21.83	0.80		520
5	32		8	1	49.0	57.0	166.00	166.53	DATA CARD	3									4.28		467.22	520
5	32		8	1	49.0	57.0	166.00	166.53	DATA CARD	4						0.92	0.28					520
5	32		10	3	39.0	46.0	185.00	188.43	DATA CARD	1		7.60		5.5	34.1	12.76	51.76	19.40			801.21	520
5	32		10	3	39.0	46.0	185.00	188.43	DATA CARD	2						0.09	8.37		22.58	0.90		520
5	32		10	3	39.0	46.0	185.00	188.43	DATA CARD	3									4.42			520
5	32		10	3	39.0	46.0	185.00	188.43	DATA CARD	4						0.84	0.28					520
5	32		12	2	19.0	27.0	203.00	204.73	DATA CARD	1		7.10		4.0	33.6	12.76	49.66	19.20			582.70	520
5	32		12	2	19.0	27.0	203.00	204.73	DATA CARD	2						0.10	8.37			1.00		520
5	32		12	2	19.0	27.0	203.00	204.73	DATA CARD	3									4.28		467.22	520
5	32		12	2	19.0	27.0	203.00	204.73	DATA CARD	4						0.84	0.33					520
5	33		1	6	96.0	105.0	0.00	8.51	DATA CARD	1		7.90		6.0	34.7	8.17	50.08	19.50			619.12	520
5	33		1	6	96.0	105.0	0.00	8.51	DATA CARD	2						0.08	12.30		27.80	0.90		520
5	33		1	6	96.0	105.0	0.00	8.51	DATA CARD	3									2.65		476.12	520
5	33		1	6	96.0	105.0	0.00	8.51	DATA CARD	4						0.86	0.38					520
5	33		3	3	48.0	56.0	47.00	50.52	DATA CARD	1		7.50		8.5	34.1	8.68	50.50	19.50			946.89	520
5	33		3	3	48.0	56.0	47.00	50.52	DATA CARD	2						0.09	11.25		24.28	0.90		520
5	33		3	3	48.0	56.0	47.00	50.52	DATA CARD	3									3.54		476.12	520
5	33		3	3	48.0	56.0	47.00	50.52	DATA CARD	4						0.86	0.38					520
5	33		4	3	6.0	16.0	95.00	98.11	DATA CARD	1		7.50		7.2	33.5	9.44	47.13	19.30			874.05	520
5	33		4	3	6.0	16.0	95.00	98.11	DATA CARD	2						0.09	11.25		23.54	1.30		520
5	33		4	3	6.0	16.0	95.00	98.11	DATA CARD	3									5.45		471.67	520
5	33		4	3	6.0	16.0	95.00	98.11	DATA CARD	4						0.86	0.33					520
5	33		5	6	44.0	53.0	152.00	159.99	DATA CARD	1		7.60		6.5	33.6	9.95	45.87	19.60			874.05	520
5	33		5	6	44.0	53.0	152.00	159.99	DATA CARD	2						0.09	9.68		21.73	1.10		520
5	33		5	6	44.0	53.0	152.00	159.99	DATA CARD	3									7.81		480.57	520
5	33		5	6	44.0	53.0	152.00	159.99	DATA CARD	4							0.28					520
5	33		6	6	112.0	121.0	219.00	227.67	DATA CARD	1		7.30		6.1	33.6	9.19	44.61	19.40			983.30	520
5	33		6	6	112.0	121.0	219.00	227.67	DATA CARD	2						0.10	12.56		17.89	1.60		520
5	33		6	6	112.0	121.0	219.00	227.67	DATA CARD	3									9.88		480.57	520
5	33		6	6	112.0	121.0	219.00	227.67	DATA CARD	4						0.86	0.38					520
5	33		8	3	29.0	37.0	237.00	240.33	DATA CARD	1		7.30		6.9	33.6	12.51	43.34	19.40			983.30	520
5	33		8	3	29.0	37.0	237.00	240.33	DATA CARD	2						0.10	9.68		19.38	1.00		520
5	33		8	3	29.0	37.0	237.00	240.33	DATA CARD	3									10.17		485.02	520
5	33		8	3	29.0	37.0	237.00	240.33	DATA CARD	4						0.86	0.33					520
5	33		10	5	50.0	70.0	256.00	262.60	DATA CARD	1		7.40		2.8	33.0	11.23	40.40	19.40			874.05	520
5	33		10	5	50.0	70.0	256.00	262.60	DATA CARD	2						0.10	10.99		18.96	1.20		520
5	33		10	5	50.0	70.0	256.00	262.60	DATA CARD	3									9.43		480.57	520
5	33		10	5	50.0	70.0	256.00	262.60	DATA CARD	4						0.86	0.28					520
5	34		1	4	81.0	89.0	20.00	25.35	DATA CARD	1		7.80				9.88	50.08	19.60				521
5	34		1	4	81.0	89.0	20.00	25.35	DATA CARD	1				8.3	34.1	9.95	51.76	19.60			728.37	520
5	34		1	4	81.0	89.0	20.00	25.35	DATA CARD	2						0.08		33.52	26.52		6.89	521
5	34		1	4	81.0	89.0	20.00	25.35	DATA CARD	2						0.09	11.77			0.90		520
5	34		1	4	81.0	89.0	20.00	25.35	DATA CARD	3									2.57		502.82	521
5	34		1	4	81.0	89.0	20.00	25.35	DATA CARD	3									3.10		476.12	520
5	34		1	4	81.0	89.0	20.00	25.35	DATA CARD	4						0.87	0.38					520
5	34		1	4	81.0	89.0	20.00	25.35	DATA CARD	4						0.63						521
5	34		3	5	95.0	105.0	75.00	82.00	DATA CARD	1				4.2	33.6	8.42	46.71	19.60			874.05	520
5	34		3	5	95.0	105.0	75.00	82.00	DATA CARD	1		7.10				8.86	47.13	19.60				521
5	34		3	5	95.0	105.0	75.00	82.00	DATA CARD	2						0.08	11.51		19.28	0.90		520
5	34		3	5	95.0	105.0	75.00	82.00	DATA CARD	2						0.08	11.09	21.23	21.51		12.21	521
5	34		3	5	95.0	105.0	75.00	82.00	DATA CARD	3									5.16		480.57	520
5	34		3	5	95.0	105.0	75.00	82.00	DATA CARD	3									3.74		507.27	521
5	34		3	5	95.0	105.0	75.00	82.00	DATA CARD	4						0.87	0.38					520
5	34		3	5	95.0	105.0	75.00	82.00	DATA CARD	4						0.73	0.44					521
5	34		4	4			107.00	111.50	DATA CARD	1						11.95	42.92					521
5	34		4	4			107.00	111.50	DATA CARD	2							10.78				2.97	521
5	34		4	4			107.00	111.50	DATA CARD	3									5.76		471.67	521
5	34		5	2	82.0	93.0	116.00	118.38	DATA CARD	1		7.60				12.10	43.76	19.50				521
5	34		5	2	82.0	93.0	116.00	118.38	DATA CARD	2						0.09	9.79	34.08	19.81		8.14	521
5	34		5	2	82.0	93.0	116.00	118.38	DATA CARD	3									4.61		485.02	521
5	34		5	2	82.0	97.0	116.00	118.39	DATA CARD	1				6.9	33.0	10.72	42.92	19.40			983.30	520
5	34		5	2	82.0	97.0	116.00	118.39	DATA CARD	2						0.09	10.20		17.68	1.60		520
5	34		5	2	82.0	97.0	116.00	118.39	DATA CARD	3									6.63		485.02	520
5	34		5	2	82.0	97.0	116.00	118.39	DATA CARD	4						0.87	0.38					520
5	34		7	6	39.0	50.0	134.00	141.95	DATA CARD	1		7.90				11.95	43.34	19.90				521
5	34		7	6	39.0	50.0	134.00	141.95	DATA CARD	1				5.1	33.0	10.72	40.40	19.40			874.05	520
5	34		7	6	39.0	50.0	134.00	141.95	DATA CARD	2						0.09	11.25		15.02	1.20		520
5	34		7	6	39.0	50.0	134.00	141.95	DATA CARD	2						0.09	11.25	11.54	16.40		6.57	521
5	34		7	6	39.0	50.0	134.00	141.95	DATA CARD	3									8.99		489.47	520
5	34		7	6	39.0	50.0	134.00	141.95	DATA CARD	3									5.40		502.82	521
5	34		7	6	39.0	50.0	134.00	141.95	DATA CARD	4						0.90	0.28					520
5	34		7	6	39.0	50.0	134.00	141.95	DATA CARD	4						0.84	0.31					521
5	34		8	6	103.0	114.0	165.00	173.59	DATA CARD	1				7.3	33.0	11.74	39.98	19.50			910.47	520
5	34		8	6	103.0	114.0	165.00	173.59	DATA CARD	1		7.70				14.06	40.40	19.70				521
5	34		8	6	103.0	114.0	165.00	173.59	DATA CARD	2						0.10	9.68		13.42	1.30		520
5	34		8	6	103.0	114.0	165.00	173.59	DATA CARD	2						0.10	9.50	24.39	18.32		7.36	521
5	34		8	6	103.0	114.0	165.00	173.59	DATA CARD	3									6.12		476.12	521
5	34		8	6	103.0	114.0	165.00	173.59	DATA CARD	3									10.02		485.02	520
5	34		8	6	103.0	114.0	165.00	173.59	DATA CARD	4						0.88	0.28					520
5	34		8	6	103.0	114.0	165.00	173.59	DATA CARD	4						0.82	0.36					521
5	34		9	5	108.0	122.0	212.00	219.15	DATA CARD	1				3.2	33.0	13.27	35.77	19.50			837.63	520
